67669   0,129
46016   0,949
45290   2,055
44701   8,737
44481   18,23
44027   27,545
43660   38,259
43570   65,188
43488   65,715
43457   455,396
43347   457,13
43157   458,248
43120   470,425
43053   476,938
43044   534,093
42960   1673,965
