109158   1,663
108910   2,933
108906   238,179
108904   238,826
108896   240,071
108890   240,66
108791   241,791
108766   242,323
108745   242,857
108742   243,428
108720   294,754
108715   295,286
108713   295,805
108654   334,43
108582   335,029
108571   335,607
108569   336,181
108530   337,286
108505   337,811
108480   338,337
108459   338,868
108449   427,737
108438   428,34
108432   428,914
108413   430,042
108392   430,568
108382   431,097
108379   431,662
