43910   11,159
43868   13,356
43867   268,376
43861   270,315
43860   272,271
43836   275,985
43819   277,767
43815   279,597
43813   281,376
43812   283,179
43804   286,584
43797   288,186
43795   289,797
43793   291,385
43786   297,433
